Month,ENG_RP,ENG_RB,ENG_NN,ENG_VB,ENG_FW,ENG_JJ,ENG_JJR,ENG_JJS,ENG_NNP,ENG_NNS,ENG_POS,ENG_RBR,ENG_RBS,ENG_VBD,ENG_VBG,ENG_VBN,ENG_VBP,ENG_VBZ
13-1-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-11-2014,0,0,39,0,2,2,0,0,9,5,0,0,0,1,0,0,2,0
9-10-2014,0,1,108,4,3,16,0,0,22,8,0,0,0,3,0,0,7,5
23-7-2014,0,1,61,0,10,9,0,0,21,5,0,0,0,1,0,0,2,3
31-12-2014,0,0,5,0,0,2,0,0,5,1,0,0,0,0,0,0,1,0
17-11-2016,0,2,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
24-5-2012,0,4,20,2,0,5,0,0,2,4,0,0,0,0,0,1,4,1
26-7-2015,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
19-7-2014,0,1,48,0,3,13,0,0,12,0,0,0,0,2,0,0,0,3
12-6-2013,0,8,134,4,20,39,0,0,39,8,0,0,0,2,0,0,10,8
